Gene_Name	Gene_Length_Normalized
ABT1	0.0012911555842479018
ABTB1	0.0003754693366708385
ABTB2	4.347406047724857e-05
ACAA1	0.00020520036349778678
ACAA2	0.00013131545254587833
ACACA	9.538872443736038e-05
ACACB	0.00023082351234246295
ACAD10	0.0002111308166539988
ACAD8	0.00016181229773462783
ACAD9	0.00010967618107537496
ACADL	0.0001597784405624201
ACADM	7.908389219283817e-05
ACADS	0.00028024942198556714
ACADSB	8.108327252087895e-05
ACADVL	0.00012272950417280314
ACAN	0.001334983521297159
ACAP1	0.0008027292795504716
ACAP2	4.158201755949199e-05
ACAP3	0.0003481692102361748
ACAT2	5.323679727427598e-05
ACBD3	0.00011890323654609879
ACBD4	0.00043174164579915376
ACBD6	4.3941750815119475e-06
ACBD7	0.0001777303830089754
ACCS	0.00021861507350931847
ACCSL	0.0004168056018672891
ACD	0.0027289266221952697
ACE	0.0009601857847844048
ACE2	0.00012161011796181443
ACER1	0.00043657001491614216
ACER2	4.641125008702109e-05
ACER3	1.205327547761104e-05
ACHE	0.0005731480154749964
ACIN1	0.00018893387314439946
ACLY	0.00026882236602085294
ACMSD	0.0001890150739521477
ACO1	7.127685355457668e-05
ACO2	0.00015034077241747961
ACOT11	0.000144426677670604
ACOT12	0.0002025742512544021
ACOT2	0.00024897298643097225
ACOT4	0.0012526096033402922
ACOT6	0.00022363860002236387
ACOT7	2.3055286577212155e-05
ACOT8	0.0002550207204335352
ACOT9	4.6712964404721124e-05
ACOX1	0.00023729796714741478
ACOX2	0.0001553615262716341
ACOX3	0.00018806840316492256
ACOXL	7.260488164107777e-05
ACP1	0.00021211906950434844
ACP2	0.0003123698458975427
ACP5	0.0006899724011039559
ACP6	0.0002915097777237945
ACPP	0.00027488170269580415
ACR	0.0008405715886803026
ACRBP	0.0008524240809802876
ACRV1	0.00041662326840954066
ACSBG1	0.00016619790334952697
ACSBG2	0.00041483734918933867
ACSF2	0.0002670117279766673
ACSF3	7.41059121696729e-05
ACSL1	0.00015444449124580543
ACSL3	5.9733588196642975e-05
ACSL4	3.664379483139274e-05
ACSL5	0.0004782752658106766
ACSL6	7.795257560181825e-05
ACSM1	0.0006344758304363343
ACSM2A	0.0013809102960671675
ACSM2B	0.001144250143031268
ACSM4	0.0012274959083469722
ACSM5	0.0008804477705804666
ACSS1	0.00018958064760749222
ACSS2	0.0001254030813328556
ACSS3	0.00010973885288409382
ACTA1	0.002103049421661409
ACTA2	7.102777185879679e-05
ACTB	0.00019108454126061202
ACTBL2	0.0025089605734767025
ACTC1	0.001864975755315181
ACTG1	0.0005765350245027386
ACTG2	0.0003992595550070778
ACTL6A	0.00011751801942964588
ACTL6B	0.0008231068542352589
ACTL7A	0.004189944134078212
ACTL7B	0.0059121621621621625
ACTL8	0.0002229965156794425
ACTL9	0.018322762508809022
ACTN1	0.00014245420097438674
ACTN2	0.0003325786356601046
ACTN4	1.1914123001405866e-05
ACTR10	8.583199816891738e-05
ACTR1A	0.00012768130745658836
ACTR1B	0.0008600565179997543
ACTR2	6.896551724137931e-05
ACTR3	4.130183380142078e-05
ACTR3B	6.274247351744764e-05
ACTR3C	6.264957586237141e-05
ACTR5	0.00025264221651437953
ACTR6	2.3395643731137262e-05
ACTR8	0.0002642706131078224
ACTRT1	0.009034051424600417
ACTRT2	0.018322762508809022
ACTRT3	0.0003362474781439139
ACVR1	4.3036667240488894e-05
ACVR1B	0.00011010548105084672
ACVR1C	0.00011737318805140946
ACVR2A	6.951927421877716e-05
ACVR2B	0.0001527067267313125
ACVRL1	0.000850908648878624
ACY1	0.0001413727292005372
ACY3	0.0004935834155972359
ACYP1	6.149305128520478e-05
ADA	0.00012228302405918498
ADAD1	0.00031473758753639155
ADAD2	0.002155887230514096
ADAL	8.61178091629349e-05
ADAM10	5.168826805535813e-05
ADAM11	0.00043830813061582295
ADAM12	3.7226716018655905e-05
ADAM15	0.0009009009009009009
ADAM17	1.4857516417555642e-05
ADAM18	0.00044650523784990555
ADAM19	0.0001608956896599553
ADAM2	0.0004759185227489054
ADAM20	0.0009480919649205973
ADAM21	0.004130098089829634
ADAM22	7.814069790806189e-05
ADAM23	0.00010698921098272406
ADAM28	0.0005078642001908339
ADAM29	0.00039727429433311786
ADAM30	0.010465901417960837
ADAM32	0.00014051180018097919
ADAM33	0.0007702541838806806
ADAM7	0.0007205950720595072
ADAM8	0.0003456619426201175
ADAM9	9.235742322789195e-06
ADAMDEC1	0.0018869661266568483
ADAMTS1	0.00020699648105982198
ADAMTS10	0.0015741317679467419
ADAMTS12	0.0001437650715977182
ADAMTS13	0.0003997512658790086
ADAMTS14	0.00023427564202681899
ADAMTS15	0.0006145392762896288
ADAMTS16	0.00022781068376543279
ADAMTS17	3.5095676212690594e-05
ADAMTS18	0.0004431369827176577
ADAMTS19	0.00019036125537860339
ADAMTS2	0.00016625529139437033
ADAMTS20	0.00042917371437227036
ADAMTS3	5.558836813396797e-05
ADAMTS4	0.0010170870626525631
ADAMTS5	0.00041151416637517745
ADAMTS6	4.8021513638109875e-05
ADAMTS7	0.0007275790763575094
ADAMTS8	0.0008725278377929201
ADAMTS9	0.0002669095930789182
ADAMTSL1	6.635305315565969e-05
ADAMTSL2	0.00018452312305385768
ADAMTSL3	0.00013220792418005165
ADAMTSL4	0.0014745424581490156
ADAMTSL5	0.00034940600978336826
ADAP1	0.00010434238213658417
ADAP2	0.00020763335724262902
ADAR	0.00021768944423884885
ADARB1	6.548359635911205e-05
ADARB2	3.988419081322052e-05
ADAT1	3.7995364565523004e-05
ADAT2	3.591825006285694e-05
ADAT3	0.00012396181975951408
ADCK1	6.67017468446368e-05
ADCK2	0.00021637528128786568
ADCK5	9.929993545504196e-05
ADCY1	0.0003356245301256578
ADCY10	0.00041019574922730566
ADCY2	2.5353041097279618e-05
ADCY3	7.946756729909606e-05
ADCY4	0.000895843287147635
ADCY5	0.00020303113542176733
ADCY6	0.0007003720726636026
ADCY7	0.00023611766993527597
ADCY8	0.00029756795422031474
ADCY9	9.213872406294918e-05
ADCYAP1	0.0011066537557061834
ADCYAP1R1	0.00040669005134461896
ADD1	8.118860112040269e-05
ADD2	0.00021792325365644087
ADD3	5.028844012442797e-05
ADH1A	0.0011595389127617489
ADH1B	0.0022510190424043317
ADH4	0.0002636126651240444
ADH5	0.00016835016835016836
ADH6	0.0010651517841292384
ADH7	0.0007667405009371273
ADHFE1	0.0001448715472281244
ADI1	0.0001340782122905028
ADIPOQ	0.0003800114003420103
ADIPOR1	0.0005634120232125753
ADIPOR2	9.989610804763046e-06
ADK	5.375371124581393e-06
ADM2	0.00020475020475020476
ADNP	0.00016519953744129518
ADNP2	0.0004156815879036658
ADO	0.00026867275658248256
ADORA2A	0.00028593603202483556
ADORA2B	9.731097343410425e-05
ADORA3	0.0002232862778177488
ADPGK	5.800968761783218e-05
ADPRH	0.0007492741406762199
ADPRHL1	0.00018999968333386112
ADPRHL2	0.0005932370970931383
ADRA1A	0.00012592026728675402
ADRA1B	7.173472498699808e-05
ADRA1D	0.0002817695125387433
ADRA2A	0.001034126163391934
ADRA2B	0.003967043027158987
ADRA2C	0.001838235294117647
ADRB1	0.0020971688220901784
ADRB2	0.00392156862745098
ADRB3	0.00025207965717166626
ADRM1	0.0002954646181119811
ADSL	0.0001364877161055505
ADSS	2.2914757103574703e-05
ADSSL1	0.0003457366351181987
ADTRP	7.369041603503453e-05
AEBP1	0.0006862072345848446
AEBP2	9.471012388084204e-06
AEN	0.0001820498816675769
AES	0.00019613611846621556
AFAP1	7.72575767609209e-05
AFAP1L1	0.00010009866868770646
AFAP1L2	0.00012735145362587782
AFF2	4.7995392442325534e-05
AFF3	5.5287680229460624e-05
AFF4	0.00014730043623590732
AFG3L2	4.134794293983874e-05
AFM	0.0012112511776053115
AFMID	0.0002452904238618524
AFP	0.0006390797251957181
AFTPH	4.3684655036840725e-05
AGA	8.522969402539845e-05
AGAP1	2.038540969185101e-05
AGAP2	0.0001179245283018868
AGAP3	0.00020476068594829793
AGAP4	7.071885718326793e-05
AGAP5	0.0001694484453105143
AGAP6	0.00018033452053559354
AGAP8	2.727768685215494e-05
AGBL1	4.847495535794809e-05
AGBL2	0.00023298326104878312
AGBL5	0.00021232925189326916
AGER	0.0008939213349225268
AGFG1	6.736879926343446e-05
AGFG2	0.00020683949255377826
AGGF1	0.00025011811133035045
AGK	7.68824179520446e-05
AGL	0.00021639459554497625
AGMAT	0.0007054950223406757
AGMO	2.2117960613441638e-05
AGPAT1	0.0004046944556859571
AGPAT2	0.0002100840336134454
AGPAT4	2.0821476659124666e-05
AGPAT5	3.89817955015008e-05
AGPS	2.6456426265939998e-05
AGR2	9.610302244005574e-05
AGR3	0.00022141528651138074
AGRP	0.0008051529790660225
AGT	0.0010191948360794973
AGTPBP1	5.115377335809176e-05
AGTR1	0.0002653458340704051
AGTR2	0.002823529411764706
AGTRAP	5.3424511165722836e-05
AGXT	0.0014139565832155035
AGXT2	0.00040006401024163864
AHCTF1	0.00018303186907838072
AHCY	9.513540939937844e-05
AHCYL2	2.9241476109714018e-05
AHDC1	0.00018466958349906245
AHI1	1.4002725863968186e-05
AHNAK	0.0006194423388838627
AHNAK2	0.002602583124559142
AHR	0.00012623606143488322
AHRR	6.710658763001902e-05
AHSA1	0.0001723543605653223
AHSG	0.0014294222751637879
AHSP	0.007454739084132056
AICDA	0.0008407286314806165
AIDA	4.425072460561542e-05
AIF1	0.002177463255307567
AIF1L	3.748687959214275e-05
AIFM1	2.737925747453729e-05
AIFM2	0.0001440465558468497
AIM2	8.273058195055075e-05
AIMP1	5.937889674009857e-05
AIP	0.00024807740014884643
AIPL1	0.00024092902231002747
AIRE	0.00117096018735363
AJAP1	0.0001015950421619425
AJUBA	0.00017439832577607255
AK2	5.47855147099107e-05
AK4	2.364177975317982e-05
AK5	5.037511469334149e-05
AK7	0.0002877224711249949
AK8	5.221966200823765e-05
AKAP1	0.00041371321400005516
AKAP10	2.7012060885185235e-05
AKAP11	0.00031306865987046784
AKAP12	7.591221174446262e-05
AKAP13	7.863681721549742e-05
AKAP14	0.0001205836247437598
AKAP17A	0.00027470011903671826
AKAP3	0.0008646650168460598
AKAP4	0.0012682926829268293
AKAP6	9.958413664536894e-05
AKAP7	6.7627426979285716e-06
AKAP8	0.0003407413016317722
AKAP8L	0.00010232010845931497
AKIP1	0.00011179429849077697
AKNA	0.0002489667878305034
AKNAD1	7.453281476562817e-05
AKR1A1	0.00015379883112888343
AKR1B1	0.00017715837959135467
AKR1B10	0.0011580775911986102
AKR1B15	0.000260255701226455
AKR1C2	9.915388683236383e-05
AKR1C3	0.00022120223414256483
AKR1C4	0.0003832233340430062
AKR1D1	0.00018156352129480727
AKR1E2	8.138948122344669e-05
AKR7A2	0.0006111722283339445
AKR7A3	0.0010460251046025104
AKT1	0.00022725551094614045
AKT1S1	0.00010614584439019212
AKT2	0.0001448776689183071
AKT3	5.511980289158486e-06
AKTIP	0.0002991548874429736
ALAD	0.0003329781566329249
ALAS2	0.00018174383206869918
ALB	0.0012758251707959503
ALCAM	3.8096870818273166e-05
ALDH16A1	0.0005593153979529057
ALDH18A1	0.00013788484645537455
ALDH1A2	3.306131220348136e-05
ALDH1A3	7.70970394736842e-05
ALDH1B1	0.002334500583625146
ALDH1L1	0.0003706645485835319
ALDH1L2	0.00012348156265917546
ALDH2	0.0002552737230512172
ALDH3A2	0.00010182608105356052
ALDH3B1	4.831851565519907e-05
ALDH3B2	0.0007353713625380818
ALDH4A1	0.00025519155315959044
ALDH5A1	0.0003069295242592374
ALDH6A1	0.0002170531418442282
ALDH7A1	0.00016798252981689904
ALDH8A1	9.165342783820114e-05
ALDH9A1	8.186208966627555e-05
ALDOA	0.00011516093741003051
ALDOB	0.0009183338799606428
ALDOC	0.0007230657989877079
ALG1	5.5889859716452115e-05
ALG10	0.0005395926075812762
ALG10B	0.000675310642895732
ALG12	0.00016457293323824675
ALG13	0.0001159921547124449
ALG14	3.0445107471229372e-05
ALG2	0.0009041591320072332
ALG3	0.0013798813302056023
ALG5	0.000138652299647427
ALG6	4.22701910612636e-05
ALG8	0.00020659022828220226
ALK	4.116400838648064e-06
ALKBH1	0.00016846361185983828
ALKBH2	0.0007352941176470588
ALKBH3	7.603599036877455e-05
ALKBH4	0.00046307015512850195
ALKBH5	3.72079178449174e-05
ALKBH6	0.0003907013088493846
ALKBH7	0.00038491147036181676
ALKBH8	3.17359568390987e-05
ALLC	0.00022484036334202717
ALMS1	0.00023551996587182383
ALOX12	0.0004089700770226978
ALOX12B	0.0013274042609676777
ALOX15	0.001053370786516854
ALOX15B	0.0014826529603637441
ALOX5	0.0002643073755668698
ALOXE3	0.000475223571089126
ALPI	0.0030698388334612432
ALPK1	0.00010183882732590334
ALPK2	0.0004806715862162345
ALPK3	0.0006161754867786346
ALPL	0.0002172433270091387
ALPP	0.003214695752009185
ALS2	0.00031003906492218017
ALS2CL	0.0007690128303719594
ALS2CR12	7.233063781156422e-05
ALX1	9.22636896249481e-05
ALX3	0.00037362226788716606
ALX4	0.00012067093037287318
ALYREF	0.0005334755934915977
AMACR	0.00018234033824132744
AMBN	0.0011309207025013304
AMBP	0.00032706459525756336
AMBRA1	9.104197540855087e-05
AMDHD1	0.00023716352424997035
AMDHD2	0.00045187528242205153
AMELX	0.0006804572672836146
AMFR	0.00012483225665511967
AMHR2	0.0018231540565177757
AMIGO1	0.0014380729822038468
AMIGO2	0.00471253534401508
AMIGO3	0.0002824060999717594
AMMECR1L	8.233163181294254e-05
AMN	0.00018281535648994517
AMN1	3.446077502283026e-05
AMOT	9.048136083966703e-05
AMOTL1	1.1742533216690837e-05
AMOTL2	0.0004590665646518745
AMPD1	0.0015541740674955595
AMPD2	0.0006897849125227316
AMPD3	0.0001254604398141178
AMPH	0.00010893158289693458
AMT	0.00033472803347280337
AMTN	0.0007745387973524855
AMY2A	0.0007140307033202428
AMY2B	0.0005443446479256581
AMZ1	0.00014586676113275958
AMZ2	0.00010436234606553955
ANAPC1	0.0001857809979817428
ANAPC10	7.608670841290735e-06
ANAPC11	9.802960494069208e-05
ANAPC16	0.000100852201099289
ANAPC2	0.0006544026757798299
ANAPC4	0.00014533123410439628
ANAPC5	7.637668983426258e-05
ANAPC7	0.0001621796951021732
ANG	0.0003379748546708125
ANGEL1	0.0003076844183482475
ANGEL2	0.00012688208424970393
ANGPT1	4.02314110765121e-06
ANGPT2	7.842153141566549e-05
ANGPT4	0.00043497172683775554
ANGPTL1	0.0003747599194266173
ANGPTL2	0.0001125144159095384
ANGPTL3	0.00011531365313653136
ANGPTL4	0.000811981234211476
ANGPTL5	0.0006963788300835655
ANGPTL6	9.562057754828839e-05
ANGPTL7	0.00030120481927710846
ANK1	0.00034491112379435085
ANK2	0.00011138003397975005
ANK3	0.00031815970768900103
ANKAR	0.00021863456957757499
ANKDD1A	0.00010651669116550563
ANKFN1	5.739940753828915e-05
ANKFY1	1.9985410650225334e-05
ANKH	8.983273145403259e-05
ANKHD1-EIF4EBP3	0.0001896235295711122
ANKIB1	4.5117628101836935e-05
ANKK1	0.000950344499881207
ANKLE1	0.0014997500416597234
ANKLE2	0.00011043622308117063
ANKMY1	0.00017819951663381112
ANKMY2	0.00010859885754001868
ANKRA2	7.490075649764063e-05
ANKRD1	0.00065359477124183
ANKRD10	8.212652960661393e-05
ANKRD11	0.00015699925088928863
ANKRD12	0.00015358213639429208
ANKRD13A	4.928900608719225e-05
ANKRD13B	4.001280409731114e-05
ANKRD13C	7.435260127886475e-05
ANKRD13D	0.00014349261013057828
ANKRD16	0.00017674714553359962
ANKRD17	8.628965279200958e-05
ANKRD18A	1.2485797405451299e-05
ANKRD2	0.0004369483527047103
ANKRD20A4	0.00016000731462009692
ANKRD22	0.0003031732129623392
ANKRD24	0.0003859141341051616
ANKRD26	9.209968870305219e-05
ANKRD27	8.795074758135444e-05
ANKRD28	2.5969304282338277e-05
ANKRD29	0.00010944511327569225
ANKRD30A	0.0004414258830453739
ANKRD30B	0.00013658348464640947
ANKRD33	0.005939524838012959
ANKRD34A	0.001557026080186843
ANKRD34B	0.000800990315298915
ANKRD35	0.0015037593984962407
ANKRD36	6.621420294653203e-05
ANKRD36C	2.0985771646823455e-05
ANKRD39	4.654626698938745e-05
ANKRD40	0.00013574046423238766
ANKRD42	0.00010454783063251438
ANKRD44	1.1622636246353398e-05
ANKRD45	0.000298502512396146
ANKRD46	3.997441637352095e-05
ANKRD49	0.00016795431642593214
ANKRD50	0.0002875924404272802
ANKRD52	0.0002914885347842985
ANKRD54	0.00021654395842355997
ANKRD55	6.73254587481953e-05
ANKRD6	1.9933819718534465e-05
ANKRD7	0.00032076413144201295
ANKS1A	7.420709716677303e-05
ANKS1B	2.7022795317426445e-05
ANKS3	0.0001848624095494639
ANKS4B	0.000799403112342784
ANKS6	0.0001066487902980072
ANKZF1	0.0008680555555555555
ANLN	0.00025005860748612954
ANO1	0.00018880477586175894
ANO10	2.969694269974906e-05
ANO2	0.0001230804873987301
ANO3	7.383872777981713e-05
ANO4	0.002757892266165943
ANO5	0.000310486687883257
ANO6	8.911980821417272e-06
ANO7	0.0003797331018769665
ANO8	0.00025848698948819574
ANO9	0.00041531688678461665
ANP32A	7.081818611019309e-05
ANPEP	0.001114279159702422
ANTXR1	5.081537503864086e-05
ANTXR2	1.7832861505539333e-05
ANXA1	0.0002682979180081563
ANXA10	0.00017861833464670343
ANXA13	8.831893734654584e-05
ANXA2	7.175016592225869e-05
ANXA2R	0.000508001016002032
ANXA3	6.788405403570701e-05
ANXA4	1.0986656705431253e-05
ANXA5	6.859181013786954e-05
ANXA6	0.0001049501486793773
ANXA7	2.5657472738935215e-05
ANXA9	0.0008078137622090035
AOAH	0.0001369875955370386
AOC2	0.0008187326019322089
AOC3	0.002303484019579614
AOX1	0.0003508925830080267
AP1B1	0.00016754102137195155
AP1G1	9.976181865795414e-05
AP1G2	0.0008230452674897119
AP1M1	0.00021180270577956633
AP1M2	0.0005462988254575252
AP1S1	0.00013890818169190166
AP1S3	1.1581983067140756e-05
AP2A1	9.963880931622867e-05
AP2A2	0.00010303967027305513
AP2B1	5.3918892505947926e-05
AP2M1	0.00021272069772388852
AP2S1	7.778469197261979e-05
AP3B1	2.0392210175712877e-05
AP3B2	0.00045424920506389115
AP3D1	0.00018904782910076249
AP3M1	6.826637539679831e-05
AP3M2	0.0003203930154322636
AP3S1	5.509641873278237e-05
AP4B1	0.0005739978953410505
AP4E1	0.0001439914427942568
AP4M1	0.00034106412005457026
AP4S1	5.838904621493008e-05
AP5M1	0.0001889466225791214
AP5Z1	0.0003745318352059925
APAF1	7.753225895774493e-05
APBA1	9.804882831650162e-05
APBA2	3.9161376914012296e-05
APBA3	0.00045955882352941176
APBB1	0.00045287990448351104
APBB1IP	0.00020061728395061727
APBB2	3.19656148340124e-05
APBB3	8.454514710855597e-05
APC	0.00019460721776547667
APC2	0.0004453847010355194
APCDD1	0.00011325028312570782
APCDD1L	0.00012493307156880243
APCS	0.011538461538461539
APEH	0.0008031322156409999
APEX1	0.00038804811796662784
APEX2	0.00011494252873563218
APH1A	0.00023946360153256704
API5	9.212061659399374e-05
APLF	1.836985873578632e-05
APLNR	0.004920721705850191
APLP1	0.001093171880255634
APLP2	0.0001333920258246962
APOA1	0.001364256480218281
APOA2	0.0007468259895444362
APOA4	0.005378409527468306
APOB	0.005862489447518994
APOBEC1	0.0006665454765800157
APOBEC2	0.0005353796734183992
APOBEC3B	0.000478148608587549
APOBEC3C	0.000319030148349019
APOBEC3D	0.0004758631629038228
APOBEC3H	0.0007306736811340056
APOBEC4	0.0001447178002894356
APOBR	0.003008562832677621
APOC1	0.0001960015680125441
APOC3	0.00029708853238265005
APOD	0.00012900728891182352
APOE	0.0002748007694421544
APOF	0.00354924578527063
APOH	0.0004270430639216039
APOL1	0.0011707988980716253
APOL2	0.00021827706635622817
APOL3	0.0004641627664100878
APOL4	0.000572737686139748
APOL5	0.0009473774868659031
APOL6	0.00024982512241431
APOLD1	9.610025178265967e-06
APOM	0.00034524426031417227
APOO	1.3407162105997024e-05
APOOL	1.187126797013189e-05
APP	4.473734019305883e-05
APPBP2	8.427642667950879e-05
APPL1	0.00015306903413439462
APPL2	0.00011121349814114581
APRT	0.0011516314779270633
APTX	1.9025151249952438e-05
AQP10	0.001652892561983471
AQP11	4.770082045411181e-05
AQP12A	0.0009038867128653209
AQP12B	0.0007706535141800247
AQP2	0.0014742014742014742
AQP3	0.0003097413659594239
AQP4	0.0005805515239477503
AQP5	0.0005247966413014956
AQP6	0.0005027652086475615
AQP7	0.0003356080098445016
AQP8	0.00098417745476569
AQP9	0.00031418876460977753
AQR	0.00013122441123980823
AR	4.3011677670487534e-05
ARAF	9.266981744045964e-05
ARAP1	0.00022113701280751866
ARAP2	0.00021938114267199482
ARAP3	0.0005551700208188758
ARC	0.0006775067750677507
ARCN1	3.263388049472963e-05
AREG	0.0005063291139240507
ARF1	6.041931001147967e-05
ARF3	4.581271761040865e-05
ARF4	7.446848121532561e-05
ARF5	0.0005952380952380953
ARF6	0.0017857142857142857
ARFGAP1	0.00017641870038224053
ARFGAP2	0.00015590894917368256
ARFGAP3	0.00011362898513083566
ARFGEF1	6.464314048129756e-05
ARFGEF2	0.00025260663919932406
ARFIP1	4.331316864704099e-05
ARFIP2	0.0005211952744961779
ARFRP1	0.00010659844366272253
ARG1	0.0003575259206292456
ARG2	3.13263579976192e-05
ARGFX	0.0013182674199623352
ARGLU1	3.774866935940508e-05
ARHGAP1	0.00016995963458678564
ARHGAP10	3.521984520878031e-05
ARHGAP11A	0.00020157226365652087
ARHGAP12	6.484190732470396e-05
ARHGAP15	8.862760158938832e-06
ARHGAP17	0.00010386265202895691
ARHGAP18	4.47450649922069e-05
ARHGAP19	0.00013620823514989716
ARHGAP20	9.548572855610889e-05
ARHGAP21	0.0001570766605501967
ARHGAP22	0.0001141590520993374
ARHGAP24	1.3268733556248057e-05
ARHGAP25	0.0002105520539013258
ARHGAP26	3.4886738024582065e-05
ARHGAP27	0.0001481042654028436
ARHGAP28	0.00010752803793589178
ARHGAP29	0.0003331218274111675
ARHGAP30	0.001389854065323141
ARHGAP31	0.00013455647810291197
ARHGAP32	6.045872260265255e-05
ARHGAP33	0.0018894331700489854
ARHGAP35	0.00015046122151363988
ARHGAP36	0.0006636958376789609
ARHGAP39	0.00012768864401044492
ARHGAP4	0.00010857370344902465
ARHGAP44	0.00011380279460079959
ARHGAP5	0.00016743607529839502
ARHGAP6	1.278347352542633e-05
ARHGAP9	0.0008454616824687481
ARHGDIA	0.0008141112618724559
ARHGDIB	0.000253665465983461
ARHGDIG	7.004272606289837e-05
ARHGEF1	0.00010621574542210138
ARHGEF10	0.00014109085508484017
ARHGEF10L	0.00012022348913875689
ARHGEF11	0.000253324889170361
ARHGEF12	6.542019390545473e-05
ARHGEF15	0.0013854930725346374
ARHGEF16	0.0005620714205418368
ARHGEF17	0.00044406433998881616
ARHGEF18	0.00019388863037071507
ARHGEF19	0.0006777363605557439
ARHGEF2	6.641098437681592e-05
ARHGEF25	0.0004348298728122622
ARHGEF26	6.577793369584284e-05
ARHGEF3	3.125790327668075e-05
ARHGEF35	9.254631943287616e-06
ARHGEF37	0.00010840630683802894
ARHGEF38	1.9295954924649297e-05
ARHGEF4	3.8032394091667575e-05
ARHGEF40	0.000701051577366049
ARHGEF6	6.006469826069795e-05
ARHGEF7	3.661509169465106e-05
ARHGEF9	1.3282064564115846e-05
ARID1A	0.00022074798712690686
ARID1B	5.544645951253321e-05
ARID2	0.00021864050455501052
ARID3B	0.0001053481757207571
ARID3C	0.0010404280618311534
ARID4A	0.00010595745808058064
ARID4B	3.5608006714652694e-05
ARID5A	0.0007549543881723812
ARID5B	9.7115168367034e-05
ARIH1	8.847600088476001e-06
ARIH2	0.00016281582569825786
ARL1	6.802721088435374e-05
ARL10	2.7476301689792556e-05
ARL11	0.0007177462766911897
ARL13A	0.00023673121537805974
ARL13B	1.3239947569807624e-05
ARL14	0.0023346303501945525
ARL15	4.687825950398114e-06
ARL16	0.001090909090909091
ARL2	0.00012390038409119069
ARL3	4.9169043170419906e-05
ARL4A	0.0002452182442373713
ARL4C	0.0002492522432701894
ARL4D	0.0009182736455463728
ARL5A	2.5311329351017516e-05
ARL5B	8.995232526760817e-05
ARL6	5.466273095003826e-05
ARL6IP1	0.0002997302427814966
ARL6IP5	0.0001893760060600322
ARL6IP6	2.3062730627306272e-05
ARL8A	8.820675663755844e-05
ARL8B	1.703838748700823e-05
ARL9	0.00031405391258832767
ARMC1	0.00015749023560539247
ARMC10	0.000200988865216867
ARMC12	0.001079106831576326
ARMC2	0.00010353038616834041
